,a_max,file,mean_distance_10000,sigma,type
165,158404,contrived_select_398_16384.tif,999.7317568443852,8,Contrived
166,158404,contrived_select_398_2.tif,62.15099605720428,8,Contrived
167,158404,contrived_select_398_2048.tif,993.796868972294,8,Contrived
168,158404,contrived_select_398_256.tif,629.0493485629382,8,Contrived
169,158404,contrived_select_398_32.tif,22.856697453862775,8,Contrived
170,158404,contrived_select_398_4.tif,44.0567340937443,8,Contrived
171,158404,contrived_select_398_4096.tif,982.1037330259286,8,Contrived
172,158404,contrived_select_398_512.tif,933.3427186717679,8,Contrived
173,158404,contrived_select_398_64.tif,46.421312235993916,8,Contrived
174,158404,contrived_select_398_8.tif,30.692517215964493,8,Contrived
175,158404,contrived_select_398_8192.tif,1003.9826767555539,8,Contrived
176,1521,contrived_select_39_1.tif,192.94480226377627,8,Contrived
177,1521,contrived_select_39_128.tif,1003.4264905295288,8,Contrived
178,1521,contrived_select_39_16.tif,1014.9214120626856,8,Contrived
179,1521,contrived_select_39_2.tif,610.7688100859394,8,Contrived
180,1521,contrived_select_39_256.tif,1010.236427899767,8,Contrived
181,1521,contrived_select_39_32.tif,1002.7242433092296,8,Contrived
182,1521,contrived_select_39_4.tif,870.5169047900898,8,Contrived
183,1521,contrived_select_39_64.tif,1013.0342226408802,8,Contrived
184,1521,contrived_select_39_8.tif,979.7421552438989,8,Contrived
185,9,contrived_select_3_1.tif,996.1591852200024,8,Contrived
186,39803481,contrived_select_6309_1.tif,830.2030527995682,8,Contrived
187,39803481,contrived_select_6309_1024.tif,43.72333072033858,8,Contrived
188,39803481,contrived_select_6309_1048576.tif,1014.5040495940834,8,Contrived
189,39803481,contrived_select_6309_128.tif,129.54503669089723,8,Contrived
190,39803481,contrived_select_6309_131072.tif,916.0258038432502,8,Contrived
191,39803481,contrived_select_6309_16.tif,362.6716188782944,8,Contrived
192,39803481,contrived_select_6309_16384.tif,44.27310648739998,8,Contrived
193,39803481,contrived_select_6309_2.tif,774.3542198836673,8,Contrived
194,39803481,contrived_select_6309_2048.tif,30.392235755055566,8,Contrived
195,39803481,contrived_select_6309_2097152.tif,978.9386957742225,8,Contrived
196,39803481,contrived_select_6309_256.tif,89.5367021929857,8,Contrived
197,39803481,contrived_select_6309_262144.tif,1015.8788518426652,8,Contrived
198,39803481,contrived_select_6309_32.tif,252.93099642929843,8,Contrived
199,39803481,contrived_select_6309_32768.tif,252.92834314648627,8,Contrived
200,39803481,contrived_select_6309_4.tif,644.9350147541685,8,Contrived
201,39803481,contrived_select_6309_4096.tif,21.159877318514173,8,Contrived
202,39803481,contrived_select_6309_4194304.tif,991.4552938868381,8,Contrived
203,39803481,contrived_select_6309_512.tif,62.95518558875005,8,Contrived
204,39803481,contrived_select_6309_524288.tif,1005.1541774599796,8,Contrived
205,39803481,contrived_select_6309_64.tif,179.5132600426237,8,Contrived
206,39803481,contrived_select_6309_65536.tif,618.6026193950303,8,Contrived
207,39803481,contrived_select_6309_8.tif,495.0387407777118,8,Contrived
208,39803481,contrived_select_6309_8192.tif,15.424833225228223,8,Contrived
209,396900,contrived_select_630_1.tif,141.01198030183713,8,Contrived
210,396900,contrived_select_630_1024.tif,862.9661016931087,8,Contrived
211,396900,contrived_select_630_128.tif,22.987843639288,8,Contrived
212,396900,contrived_select_630_16.tif,34.42634090444488,8,Contrived
213,396900,contrived_select_630_16384.tif,1029.7456400753438,8,Contrived
214,396900,contrived_select_630_2.tif,100.99354854855989,8,Contrived
215,396900,contrived_select_630_2048.tif,1013.507852544889,8,Contrived
216,396900,contrived_select_630_256.tif,155.70783170253088,8,Contrived
217,396900,contrived_select_630_32.tif,26.914789307727965,8,Contrived
218,396900,contrived_select_630_32768.tif,1026.515296984689,8,Contrived
219,396900,contrived_select_630_4.tif,71.92929415518878,8,Contrived
220,396900,contrived_select_630_4096.tif,1012.8316916617189,8,Contrived
221,396900,contrived_select_630_512.tif,487.2312418996238,8,Contrived
222,396900,contrived_select_630_64.tif,17.550639076343792,8,Contrived
223,396900,contrived_select_630_65536.tif,1014.173227921628,8,Contrived
224,396900,contrived_select_630_8.tif,50.55301249728107,8,Contrived
225,396900,contrived_select_630_8192.tif,979.3367449934984,8,Contrived
226,3969,contrived_select_63_1.tif,16.061240410787303,8,Contrived
227,3969,contrived_select_63_128.tif,994.7634438604905,8,Contrived
228,3969,contrived_select_63_16.tif,966.467619456169,8,Contrived
229,3969,contrived_select_63_2.tif,435.86308080225916,8,Contrived
230,3969,contrived_select_63_256.tif,998.0948278749523,8,Contrived
231,3969,contrived_select_63_32.tif,1019.7892649970614,8,Contrived
232,3969,contrived_select_63_4.tif,385.6070086768837,8,Contrived
233,3969,contrived_select_63_512.tif,1012.8680126228383,8,Contrived
234,3969,contrived_select_63_64.tif,1033.846377592838,8,Contrived
235,3969,contrived_select_63_8.tif,750.7197992415478,8,Contrived
236,36,contrived_select_6_1.tif,1002.6347720865193,8,Contrived
237,36,contrived_select_6_2.tif,994.1368266253636,8,Contrived
238,36,contrived_select_6_4.tif,1012.5183947706132,8,Contrived
239,100000000,contrived_select_10000_1.tif,1555.6227795440998,16,Contrived
240,100000000,contrived_select_10000_1024.tif,70.38695725203584,16,Contrived
241,100000000,contrived_select_10000_1048576.tif,2026.1870803929903,16,Contrived
242,100000000,contrived_select_10000_128.tif,193.99045413169657,16,Contrived
243,100000000,contrived_select_10000_131072.tif,2009.1312816863,16,Contrived
244,100000000,contrived_select_10000_16.tif,571.1078398189057,16,Contrived
245,100000000,contrived_select_10000_16384.tif,314.19677016174523,16,Contrived
246,100000000,contrived_select_10000_16777216.tif,2064.2718546364767,16,Contrived
247,100000000,contrived_select_10000_2.tif,1385.6076950940064,16,Contrived
248,100000000,contrived_select_10000_2048.tif,48.86334792165659,16,Contrived
249,100000000,contrived_select_10000_2097152.tif,1935.0676393677034,16,Contrived
250,100000000,contrived_select_10000_256.tif,142.28892542215203,16,Contrived
251,100000000,contrived_select_10000_262144.tif,2035.1772548447798,16,Contrived
252,100000000,contrived_select_10000_32.tif,404.0802868870419,16,Contrived
253,100000000,contrived_select_10000_32768.tif,962.7134311072281,16,Contrived
254,100000000,contrived_select_10000_4.tif,1078.9297664659157,16,Contrived
255,100000000,contrived_select_10000_4096.tif,34.03855349286018,16,Contrived
256,100000000,contrived_select_10000_4194304.tif,2067.3846445185695,16,Contrived
257,100000000,contrived_select_10000_512.tif,100.26151542622294,16,Contrived
258,100000000,contrived_select_10000_524288.tif,1920.140468624618,16,Contrived
259,100000000,contrived_select_10000_64.tif,280.7213409787196,16,Contrived
260,100000000,contrived_select_10000_65536.tif,1748.6266412856285,16,Contrived
261,100000000,contrived_select_10000_8.tif,813.4767647096392,16,Contrived
262,100000000,contrived_select_10000_8192.tif,45.76765931341504,16,Contrived
263,100000000,contrived_select_10000_8388608.tif,2003.0751170130966,16,Contrived
264,1000000,contrived_select_1000_1.tif,222.85200476346057,16,Contrived
265,1000000,contrived_select_1000_1024.tif,1949.9372411079362,16,Contrived
266,1000000,contrived_select_1000_128.tif,186.20181035390456,16,Contrived
267,1000000,contrived_select_1000_131072.tif,2035.6289973985347,16,Contrived
268,1000000,contrived_select_1000_16.tif,54.232286375922925,16,Contrived
269,1000000,contrived_select_1000_16384.tif,1999.6626524528845,16,Contrived
270,1000000,contrived_select_1000_2.tif,164.17160415724024,16,Contrived
271,1000000,contrived_select_1000_2048.tif,2055.59976195099,16,Contrived
272,1000000,contrived_select_1000_256.tif,718.4169134960606,16,Contrived
273,1000000,contrived_select_1000_32.tif,48.188267995579515,16,Contrived
274,1000000,contrived_select_1000_32768.tif,2073.267091367257,16,Contrived
275,1000000,contrived_select_1000_4.tif,110.2013496289579,16,Contrived
276,1000000,contrived_select_1000_4096.tif,1995.5998399231948,16,Contrived
277,1000000,contrived_select_1000_512.tif,1530.9560696712676,16,Contrived
278,1000000,contrived_select_1000_64.tif,34.636635866305014,16,Contrived
279,1000000,contrived_select_1000_65536.tif,2058.662376049915,16,Contrived
280,1000000,contrived_select_1000_8.tif,79.43050762614433,16,Contrived
281,1000000,contrived_select_1000_8192.tif,2016.5469805586058,16,Contrived
282,10000,contrived_select_100_1.tif,114.08020860145169,16,Contrived
283,10000,contrived_select_100_1024.tif,1933.5349302034792,16,Contrived
284,10000,contrived_select_100_128.tif,1996.2364582670987,16,Contrived
285,10000,contrived_select_100_16.tif,2016.6533061516902,16,Contrived
286,10000,contrived_select_100_2.tif,1055.6668708230554,16,Contrived
287,10000,contrived_select_100_256.tif,2031.6460747660606,16,Contrived
288,10000,contrived_select_100_32.tif,1992.0750362297,16,Contrived
289,10000,contrived_select_100_4.tif,1279.1927422533088,16,Contrived
290,10000,contrived_select_100_512.tif,2026.2196734922486,16,Contrived
291,10000,contrived_select_100_64.tif,2014.4567034251197,16,Contrived
292,10000,contrived_select_100_8.tif,1824.6002060038604,16,Contrived
293,100,contrived_select_10_1.tif,2008.4823861272182,16,Contrived
294,100,contrived_select_10_16.tif,1932.1276810391687,16,Contrived
295,100,contrived_select_10_2.tif,2022.6124215158852,16,Contrived
296,100,contrived_select_10_4.tif,2009.1737813928908,16,Contrived
297,100,contrived_select_10_8.tif,2020.444839257559,16,Contrived
298,2509056,contrived_select_1584_1.tif,369.94307646582826,16,Contrived
299,2509056,contrived_select_1584_1024.tif,1266.7716006584903,16,Contrived
300,2509056,contrived_select_1584_128.tif,31.126083151414242,16,Contrived
301,2509056,contrived_select_1584_131072.tif,1975.6175737259916,16,Contrived
302,2509056,contrived_select_1584_16.tif,86.06819882340663,16,Contrived
303,2509056,contrived_select_1584_16384.tif,1999.4641878643215,16,Contrived
304,2509056,contrived_select_1584_2.tif,256.5864914938081,16,Contrived
305,2509056,contrived_select_1584_2048.tif,1864.063848485766,16,Contrived
306,2509056,contrived_select_1584_256.tif,97.56129819282559,16,Contrived
307,2509056,contrived_select_1584_262144.tif,1981.4476326599865,16,Contrived
308,2509056,contrived_select_1584_32.tif,63.034883396860224,16,Contrived
309,2509056,contrived_select_1584_32768.tif,2066.5266833624178,16,Contrived
310,2509056,contrived_select_1584_4.tif,176.40221808108475,16,Contrived
311,2509056,contrived_select_1584_4096.tif,2001.2023520013336,16,Contrived
312,2509056,contrived_select_1584_512.tif,486.3696926109508,16,Contrived
313,2509056,contrived_select_1584_64.tif,42.700218162369396,16,Contrived
314,2509056,contrived_select_1584_65536.tif,1966.8094831520714,16,Contrived
315,2509056,contrived_select_1584_8.tif,123.83393770923715,16,Contrived
316,2509056,contrived_select_1584_8192.tif,1989.097978474633,16,Contrived
317,24964,contrived_select_158_1.tif,34.62881558955969,16,Contrived
318,24964,contrived_select_158_1024.tif,2015.75657041832,16,Contrived
319,24964,contrived_select_158_128.tif,1962.202293766501,16,Contrived
320,24964,contrived_select_158_16.tif,1639.4731781205437,16,Contrived
321,24964,contrived_select_158_2.tif,682.0247402478585,16,Contrived
322,24964,contrived_select_158_2048.tif,1982.0244734649752,16,Contrived
323,24964,contrived_select_158_256.tif,1966.5133644150333,16,Contrived
324,24964,contrived_select_158_32.tif,1922.5372860019115,16,Contrived
325,24964,contrived_select_158_4.tif,375.1871242451644,16,Contrived
326,24964,contrived_select_158_4096.tif,1985.7963561421343,16,Contrived
327,24964,contrived_select_158_512.tif,1933.3042889565813,16,Contrived
328,24964,contrived_select_158_64.tif,2025.0279386828581,16,Contrived
329,24964,contrived_select_158_8.tif,1089.5511337764997,16,Contrived
330,225,contrived_select_15_1.tif,2000.8139545552374,16,Contrived
331,225,contrived_select_15_16.tif,2033.8938393914975,16,Contrived
332,225,contrived_select_15_2.tif,1986.4740683289838,16,Contrived
333,225,contrived_select_15_32.tif,1974.8111820301185,16,Contrived
334,225,contrived_select_15_4.tif,2005.9256850371241,16,Contrived
335,225,contrived_select_15_8.tif,1951.955792636758,16,Contrived
336,6305121,contrived_select_2511_1.tif,572.9093879320027,16,Contrived
337,6305121,contrived_select_2511_1024.tif,317.4964315696648,16,Contrived
338,6305121,contrived_select_2511_1048576.tif,1970.882666296113,16,Contrived
339,6305121,contrived_select_2511_128.tif,47.717647141827875,16,Contrived
340,6305121,contrived_select_2511_131072.tif,1972.7079075347633,16,Contrived
341,6305121,contrived_select_2511_16.tif,140.94382473528844,16,Contrived
342,6305121,contrived_select_2511_16384.tif,1999.823492112581,16,Contrived
343,6305121,contrived_select_2511_2.tif,404.4331594146886,16,Contrived
344,6305121,contrived_select_2511_2048.tif,988.6455324738622,16,Contrived
345,6305121,contrived_select_2511_256.tif,34.353157741633886,16,Contrived
346,6305121,contrived_select_2511_262144.tif,2014.2836417421481,16,Contrived
347,6305121,contrived_select_2511_32.tif,99.53764996446364,16,Contrived
348,6305121,contrived_select_2511_32768.tif,2010.060350884969,16,Contrived
349,6305121,contrived_select_2511_4.tif,284.39446307716264,16,Contrived
350,6305121,contrived_select_2511_4096.tif,1762.5726838091439,16,Contrived
351,6305121,contrived_select_2511_512.tif,49.785976222168024,16,Contrived
352,6305121,contrived_select_2511_524288.tif,2007.6230983002788,16,Contrived
353,6305121,contrived_select_2511_64.tif,67.48480696911793,16,Contrived
354,6305121,contrived_select_2511_65536.tif,1995.0968638536294,16,Contrived
355,6305121,contrived_select_2511_8.tif,201.6748051856028,16,Contrived
356,6305121,contrived_select_2511_8192.tif,2001.8421823472268,16,Contrived
357,63001,contrived_select_251_1.tif,58.152811259119595,16,Contrived
358,63001,contrived_select_251_1024.tif,2027.5820216979077,16,Contrived
359,63001,contrived_select_251_128.tif,2008.3959761288727,16,Contrived
360,63001,contrived_select_251_16.tif,729.5335535102769,16,Contrived
361,63001,contrived_select_251_2.tif,249.8621173324541,16,Contrived
362,63001,contrived_select_251_2048.tif,2015.1616372522963,16,Contrived
363,63001,contrived_select_251_256.tif,2009.6149817926473,16,Contrived
364,63001,contrived_select_251_32.tif,1477.9982580711692,16,Contrived
365,63001,contrived_select_251_4.tif,31.89637524320099,16,Contrived
366,63001,contrived_select_251_4096.tif,2011.7455068800707,16,Contrived
367,63001,contrived_select_251_512.tif,2055.877027643707,16,Contrived
368,63001,contrived_select_251_64.tif,1947.972906457952,16,Contrived
369,63001,contrived_select_251_8.tif,269.7047671238759,16,Contrived
370,63001,contrived_select_251_8192.tif,2032.5502614921331,16,Contrived
371,625,contrived_select_25_1.tif,2034.1759387138518,16,Contrived
372,625,contrived_select_25_16.tif,1999.6430800988803,16,Contrived
373,625,contrived_select_25_2.tif,2039.2078111064409,16,Contrived
374,625,contrived_select_25_32.tif,2010.2204933140993,16,Contrived
375,625,contrived_select_25_4.tif,1984.9546879955553,16,Contrived
376,625,contrived_select_25_64.tif,2042.464073416431,16,Contrived
377,625,contrived_select_25_8.tif,2026.9543914569542,16,Contrived
378,15848361,contrived_select_3981_1.tif,898.7907481527623,16,Contrived
379,15848361,contrived_select_3981_1024.tif,30.367757211666763,16,Contrived
380,15848361,contrived_select_3981_1048576.tif,1972.1323702227287,16,Contrived
381,15848361,contrived_select_3981_128.tif,78.59789125094044,16,Contrived
382,15848361,contrived_select_3981_131072.tif,1964.628459598973,16,Contrived
383,15848361,contrived_select_3981_16.tif,226.02741739765966,16,Contrived
384,15848361,contrived_select_3981_16384.tif,1876.2551482903968,16,Contrived
385,15848361,contrived_select_3981_2.tif,643.2175638763352,16,Contrived
386,15848361,contrived_select_3981_2048.tif,175.84643014418734,16,Contrived
387,15848361,contrived_select_3981_2097152.tif,2007.567969024451,16,Contrived
388,15848361,contrived_select_3981_256.tif,55.24283951338402,16,Contrived
389,15848361,contrived_select_3981_262144.tif,1979.8047733584192,16,Contrived
390,15848361,contrived_select_3981_32.tif,161.77385381227097,16,Contrived
391,15848361,contrived_select_3981_32768.tif,1972.0661136338763,16,Contrived
392,15848361,contrived_select_3981_4.tif,442.1530496508942,16,Contrived
393,15848361,contrived_select_3981_4096.tif,749.3541175868646,16,Contrived
394,15848361,contrived_select_3981_512.tif,39.74703688783604,16,Contrived
395,15848361,contrived_select_3981_524288.tif,1953.3069489830477,16,Contrived
396,15848361,contrived_select_3981_64.tif,110.13627902575594,16,Contrived
397,15848361,contrived_select_3981_65536.tif,2025.3475434838767,16,Contrived
398,15848361,contrived_select_3981_8.tif,315.21938377980103,16,Contrived
399,15848361,contrived_select_3981_8192.tif,1525.0333599536157,16,Contrived
400,158404,contrived_select_398_1.tif,90.49135340253599,16,Contrived
