file sigma seed job richness
contrived_5000_0.1_1.tif 16 1450 1450 2295
contrived_5000_0.1_1024.tif 16 1451 1450 2934
contrived_5000_0.1_1048576.tif 16 1452 1450 3128
contrived_5000_0.1_128.tif 16 1453 1450 2300
contrived_5000_0.1_131072.tif 16 1454 1450 3168
contrived_5000_0.1_16.tif 16 1455 1450 2268
contrived_5000_0.1_16384.tif 16 1456 1450 3006
contrived_5000_0.1_2.tif 16 1457 1450 2269
contrived_5000_0.1_2048.tif 16 1458 1450 3888
contrived_5000_0.1_2097152.tif 16 1459 1450 3109
contrived_5000_0.1_256.tif 16 1460 1450 2335
contrived_5000_0.1_262144.tif 16 1461 1450 3152
contrived_5000_0.1_32.tif 16 1462 1450 2256
contrived_5000_0.1_32768.tif 16 1463 1450 2916
contrived_5000_0.1_4.tif 16 1464 1450 2177
contrived_5000_0.1_4096.tif 16 1465 1450 3873
contrived_5000_0.1_512.tif 16 1466 1450 2567
contrived_5000_0.1_524288.tif 16 1467 1450 3094
contrived_5000_0.1_64.tif 16 1468 1450 2282
contrived_5000_0.1_65536.tif 16 1469 1450 3185
contrived_5000_0.1_8.tif 16 1470 1450 2258
contrived_5000_0.1_8192.tif 16 1471 1450 2838
contrived_5000_0.2_1.tif 16 1472 1450 4516
contrived_5000_0.2_1024.tif 16 1473 1450 5178
contrived_5000_0.2_1048576.tif 16 1474 1450 6249
contrived_5000_0.2_128.tif 16 1475 1450 4534
contrived_5000_0.2_131072.tif 16 1476 1450 6217
contrived_5000_0.2_16.tif 16 1477 1450 4574
contrived_5000_0.2_16384.tif 16 1478 1450 5742
contrived_5000_0.2_2.tif 16 1479 1450 4538
contrived_5000_0.2_2048.tif 16 1480 1450 5796
contrived_5000_0.2_2097152.tif 16 1481 1450 6060
contrived_5000_0.2_256.tif 16 1482 1450 4590
contrived_5000_0.2_262144.tif 16 1483 1450 6225
contrived_5000_0.2_32.tif 16 1484 1450 4538
contrived_5000_0.2_32768.tif 16 1485 1450 5798
contrived_5000_0.2_4.tif 16 1486 1450 4565
contrived_5000_0.2_4096.tif 16 1487 1450 5234
contrived_5000_0.2_4194304.tif 16 1488 1450 6237
contrived_5000_0.2_512.tif 16 1489 1450 4613
contrived_5000_0.2_524288.tif 16 1490 1450 6190
contrived_5000_0.2_64.tif 16 1491 1450 4593
contrived_5000_0.2_65536.tif 16 1492 1450 6238
contrived_5000_0.2_8.tif 16 1493 1450 4542
contrived_5000_0.2_8192.tif 16 1494 1450 5335
contrived_5000_0.4_1.tif 16 1495 1450 9243
contrived_5000_0.4_1024.tif 16 1496 1450 9252
contrived_5000_0.4_1048576.tif 16 1497 1450 12440
contrived_5000_0.4_128.tif 16 1498 1450 9280
contrived_5000_0.4_131072.tif 16 1499 1450 12105
contrived_5000_0.4_16.tif 16 1500 1450 9303
contrived_5000_0.4_16384.tif 16 1501 1450 11928
contrived_5000_0.4_2.tif 16 1502 1450 9896
contrived_5000_0.4_2048.tif 16 1503 1450 9531
contrived_5000_0.4_2097152.tif 16 1504 1450 12450
contrived_5000_0.4_256.tif 16 1505 1450 9266
contrived_5000_0.4_262144.tif 16 1506 1450 12081
contrived_5000_0.4_32.tif 16 1507 1450 9289
contrived_5000_0.4_32768.tif 16 1508 1450 11648
contrived_5000_0.4_4.tif 16 1509 1450 9372
contrived_5000_0.4_4096.tif 16 1510 1450 10039
contrived_5000_0.4_4194304.tif 16 1511 1450 12458
contrived_5000_0.4_512.tif 16 1512 1450 9280
contrived_5000_0.4_524288.tif 16 1513 1450 12295
contrived_5000_0.4_64.tif 16 1514 1450 9177
contrived_5000_0.4_65536.tif 16 1515 1450 12312
contrived_5000_0.4_8.tif 16 1516 1450 9172
contrived_5000_0.4_8192.tif 16 1517 1450 11197
contrived_5000_0.4_8388608.tif 16 1518 1450 12334
contrived_500_0.1_1.tif 16 1519 1450 30
contrived_500_0.1_1024.tif 16 1520 1450 158
contrived_500_0.1_128.tif 16 1521 1450 93
contrived_500_0.1_16.tif 16 1522 1450 37
contrived_500_0.1_16384.tif 16 1523 1450 147
contrived_500_0.1_2.tif 16 1524 1450 28
contrived_500_0.1_2048.tif 16 1525 1450 171
contrived_500_0.1_256.tif 16 1526 1450 147
contrived_500_0.1_32.tif 16 1527 1450 42
contrived_500_0.1_4.tif 16 1528 1450 14
contrived_500_0.1_4096.tif 16 1529 1450 151
contrived_500_0.1_512.tif 16 1530 1450 165
contrived_500_0.1_64.tif 16 1531 1450 56
contrived_500_0.1_8.tif 16 1532 1450 32
contrived_500_0.1_8192.tif 16 1533 1450 160
contrived_500_0.2_1.tif 16 1534 1450 47
contrived_500_0.2_1024.tif 16 1535 1450 311
contrived_500_0.2_128.tif 16 1536 1450 220
contrived_500_0.2_16.tif 16 1537 1450 53
contrived_500_0.2_16384.tif 16 1538 1450 321
contrived_500_0.2_2.tif 16 1539 1450 57
contrived_500_0.2_2048.tif 16 1540 1450 292
contrived_500_0.2_256.tif 16 1541 1450 324
contrived_500_0.2_32.tif 16 1542 1450 63
contrived_500_0.2_32768.tif 16 1543 1450 309
contrived_500_0.2_4.tif 16 1544 1450 54
contrived_500_0.2_4096.tif 16 1545 1450 306
contrived_500_0.2_512.tif 16 1546 1450 300
contrived_500_0.2_64.tif 16 1547 1450 114
contrived_500_0.2_8.tif 16 1548 1450 48
contrived_500_0.2_8192.tif 16 1549 1450 310
contrived_500_0.4_1.tif 16 1550 1450 94
contrived_500_0.4_1024.tif 16 1551 1450 614
contrived_500_0.4_128.tif 16 1552 1450 510
contrived_500_0.4_16.tif 16 1553 1450 145
contrived_500_0.4_16384.tif 16 1554 1450 630
contrived_500_0.4_2.tif 16 1555 1450 220
contrived_500_0.4_2048.tif 16 1556 1450 643
contrived_500_0.4_256.tif 16 1557 1450 617
contrived_500_0.4_32.tif 16 1558 1450 231
contrived_500_0.4_32768.tif 16 1559 1450 609
contrived_500_0.4_4.tif 16 1560 1450 84
contrived_500_0.4_4096.tif 16 1561 1450 636
contrived_500_0.4_512.tif 16 1562 1450 597
contrived_500_0.4_64.tif 16 1563 1450 373
contrived_500_0.4_65536.tif 16 1564 1450 612
contrived_500_0.4_8.tif 16 1565 1450 124
contrived_500_0.4_8192.tif 16 1566 1450 646
contrived_50_0.1_1.tif 16 1567 1450 13
contrived_50_0.1_128.tif 16 1568 1450 43
contrived_50_0.1_16.tif 16 1569 1450 44
contrived_50_0.1_2.tif 16 1570 1450 25
contrived_50_0.1_32.tif 16 1571 1450 43
contrived_50_0.1_4.tif 16 1572 1450 40
contrived_50_0.1_64.tif 16 1573 1450 36
contrived_50_0.1_8.tif 16 1574 1450 38
contrived_50_0.2_1.tif 16 1575 1450 40
contrived_50_0.2_128.tif 16 1576 1450 85
contrived_50_0.2_16.tif 16 1577 1450 71
contrived_50_0.2_2.tif 16 1578 1450 38
contrived_50_0.2_256.tif 16 1579 1450 84
contrived_50_0.2_32.tif 16 1580 1450 86
contrived_50_0.2_4.tif 16 1581 1450 83
contrived_50_0.2_64.tif 16 1582 1450 81
contrived_50_0.2_8.tif 16 1583 1450 71
contrived_50_0.4_1.tif 16 1584 1450 106
contrived_50_0.4_128.tif 16 1585 1450 152
contrived_50_0.4_16.tif 16 1586 1450 158
contrived_50_0.4_2.tif 16 1587 1450 106
contrived_50_0.4_256.tif 16 1588 1450 147
contrived_50_0.4_32.tif 16 1589 1450 158
contrived_50_0.4_4.tif 16 1590 1450 158
contrived_50_0.4_512.tif 16 1591 1450 153
contrived_50_0.4_64.tif 16 1592 1450 154
contrived_50_0.4_8.tif 16 1593 1450 163
contrived_5000_0.1_1.tif 16 14500 14500 2290
contrived_5000_0.1_1024.tif 16 14501 14500 3015
contrived_5000_0.1_1048576.tif 16 14502 14500 3176
contrived_5000_0.1_128.tif 16 14503 14500 2341
contrived_5000_0.1_131072.tif 16 14504 14500 3146
contrived_5000_0.1_16.tif 16 14505 14500 2214
contrived_5000_0.1_16384.tif 16 14506 14500 2863
contrived_5000_0.1_2.tif 16 14507 14500 2397
contrived_5000_0.1_2048.tif 16 14508 14500 3873
contrived_5000_0.1_2097152.tif 16 14509 14500 3145
contrived_5000_0.1_256.tif 16 14510 14500 2379
contrived_5000_0.1_262144.tif 16 14511 14500 3073
contrived_5000_0.1_32.tif 16 14512 14500 2154
contrived_5000_0.1_32768.tif 16 14513 14500 3014
contrived_5000_0.1_4.tif 16 14514 14500 2343
contrived_5000_0.1_4096.tif 16 14515 14500 3877
contrived_5000_0.1_512.tif 16 14516 14500 2559
contrived_5000_0.1_524288.tif 16 14517 14500 3032
contrived_5000_0.1_64.tif 16 14518 14500 2254
contrived_5000_0.1_65536.tif 16 14519 14500 3173
contrived_5000_0.1_8.tif 16 14520 14500 2359
contrived_5000_0.1_8192.tif 16 14521 14500 2784
contrived_5000_0.2_1.tif 16 14522 14500 4693
contrived_5000_0.2_1024.tif 16 14523 14500 5215
contrived_5000_0.2_1048576.tif 16 14524 14500 6208
contrived_5000_0.2_128.tif 16 14525 14500 4462
contrived_5000_0.2_131072.tif 16 14526 14500 6202
contrived_5000_0.2_16.tif 16 14527 14500 4537
contrived_5000_0.2_16384.tif 16 14528 14500 5916
contrived_5000_0.2_2.tif 16 14529 14500 4693
contrived_5000_0.2_2048.tif 16 14530 14500 5824
contrived_5000_0.2_2097152.tif 16 14531 14500 6236
contrived_5000_0.2_256.tif 16 14532 14500 4590
contrived_5000_0.2_262144.tif 16 14533 14500 6100
contrived_5000_0.2_32.tif 16 14534 14500 4641
contrived_5000_0.2_32768.tif 16 14535 14500 5743
contrived_5000_0.2_4.tif 16 14536 14500 4676
contrived_5000_0.2_4096.tif 16 14537 14500 5323
contrived_5000_0.2_4194304.tif 16 14538 14500 6280
contrived_5000_0.2_512.tif 16 14539 14500 4766
contrived_5000_0.2_524288.tif 16 14540 14500 6091
contrived_5000_0.2_64.tif 16 14541 14500 4495
contrived_5000_0.2_65536.tif 16 14542 14500 6143
contrived_5000_0.2_8.tif 16 14543 14500 4572
contrived_5000_0.2_8192.tif 16 14544 14500 5334
contrived_5000_0.4_1.tif 16 14545 14500 9285
contrived_5000_0.4_1024.tif 16 14546 14500 9351
contrived_5000_0.4_1048576.tif 16 14547 14500 12364
contrived_5000_0.4_128.tif 16 14548 14500 9093
contrived_5000_0.4_131072.tif 16 14549 14500 11918
contrived_5000_0.4_16.tif 16 14550 14500 9216
contrived_5000_0.4_16384.tif 16 14551 14500 11844
contrived_5000_0.4_2.tif 16 14552 14500 9941
contrived_5000_0.4_2048.tif 16 14553 14500 9669
contrived_5000_0.4_2097152.tif 16 14554 14500 12444
contrived_5000_0.4_256.tif 16 14555 14500 9000
contrived_5000_0.4_262144.tif 16 14556 14500 12494
contrived_5000_0.4_32.tif 16 14557 14500 9397
contrived_5000_0.4_32768.tif 16 14558 14500 11798
contrived_5000_0.4_4.tif 16 14559 14500 9173
contrived_5000_0.4_4096.tif 16 14560 14500 10271
contrived_5000_0.4_4194304.tif 16 14561 14500 12319
contrived_5000_0.4_512.tif 16 14562 14500 9221
contrived_5000_0.4_524288.tif 16 14563 14500 12259
contrived_5000_0.4_64.tif 16 14564 14500 9361
contrived_5000_0.4_65536.tif 16 14565 14500 12325
contrived_5000_0.4_8.tif 16 14566 14500 9119
contrived_5000_0.4_8192.tif 16 14567 14500 11293
contrived_5000_0.4_8388608.tif 16 14568 14500 12291
contrived_500_0.1_1.tif 16 14569 14500 12
contrived_500_0.1_1024.tif 16 14570 14500 152
contrived_500_0.1_128.tif 16 14571 14500 92
contrived_500_0.1_16.tif 16 14572 14500 39
contrived_500_0.1_16384.tif 16 14573 14500 157
contrived_500_0.1_2.tif 16 14574 14500 26
contrived_500_0.1_2048.tif 16 14575 14500 148
contrived_500_0.1_256.tif 16 14576 14500 157
contrived_500_0.1_32.tif 16 14577 14500 45
contrived_500_0.1_4.tif 16 14578 14500 22
contrived_500_0.1_4096.tif 16 14579 14500 156
contrived_500_0.1_512.tif 16 14580 14500 152
contrived_500_0.1_64.tif 16 14581 14500 50
contrived_500_0.1_8.tif 16 14582 14500 29
contrived_500_0.1_8192.tif 16 14583 14500 155
contrived_500_0.2_1.tif 16 14584 14500 38
contrived_500_0.2_1024.tif 16 14585 14500 320
contrived_500_0.2_128.tif 16 14586 14500 235
contrived_500_0.2_16.tif 16 14587 14500 60
contrived_500_0.2_16384.tif 16 14588 14500 317
contrived_500_0.2_2.tif 16 14589 14500 42
contrived_500_0.2_2048.tif 16 14590 14500 306
contrived_500_0.2_256.tif 16 14591 14500 296
contrived_500_0.2_32.tif 16 14592 14500 76
contrived_500_0.2_32768.tif 16 14593 14500 326
contrived_500_0.2_4.tif 16 14594 14500 47
contrived_500_0.2_4096.tif 16 14595 14500 302
contrived_500_0.2_512.tif 16 14596 14500 311
contrived_500_0.2_64.tif 16 14597 14500 114
contrived_500_0.2_8.tif 16 14598 14500 44
contrived_500_0.2_8192.tif 16 14599 14500 305
contrived_500_0.4_1.tif 16 14600 14500 111
contrived_500_0.4_1024.tif 16 14601 14500 621
contrived_500_0.4_128.tif 16 14602 14500 548
contrived_500_0.4_16.tif 16 14603 14500 153
contrived_500_0.4_16384.tif 16 14604 14500 616
contrived_500_0.4_2.tif 16 14605 14500 213
contrived_500_0.4_2048.tif 16 14606 14500 615
contrived_500_0.4_256.tif 16 14607 14500 598
contrived_500_0.4_32.tif 16 14608 14500 225
contrived_500_0.4_32768.tif 16 14609 14500 604
contrived_500_0.4_4.tif 16 14610 14500 90
contrived_500_0.4_4096.tif 16 14611 14500 632
contrived_500_0.4_512.tif 16 14612 14500 566
contrived_500_0.4_64.tif 16 14613 14500 387
contrived_500_0.4_65536.tif 16 14614 14500 579
contrived_500_0.4_8.tif 16 14615 14500 118
contrived_500_0.4_8192.tif 16 14616 14500 624
contrived_50_0.1_1.tif 16 14617 14500 20
contrived_50_0.1_128.tif 16 14618 14500 43
contrived_50_0.1_16.tif 16 14619 14500 45
contrived_50_0.1_2.tif 16 14620 14500 19
contrived_50_0.1_32.tif 16 14621 14500 50
contrived_50_0.1_4.tif 16 14622 14500 42
contrived_50_0.1_64.tif 16 14623 14500 39
contrived_50_0.1_8.tif 16 14624 14500 41
contrived_50_0.2_1.tif 16 14625 14500 32
contrived_50_0.2_128.tif 16 14626 14500 76
contrived_50_0.2_16.tif 16 14627 14500 77
contrived_50_0.2_2.tif 16 14628 14500 45
contrived_50_0.2_256.tif 16 14629 14500 85
contrived_50_0.2_32.tif 16 14630 14500 77
contrived_50_0.2_4.tif 16 14631 14500 75
contrived_50_0.2_64.tif 16 14632 14500 84
contrived_50_0.2_8.tif 16 14633 14500 85
contrived_50_0.4_1.tif 16 14634 14500 106
contrived_50_0.4_128.tif 16 14635 14500 156
contrived_50_0.4_16.tif 16 14636 14500 154
contrived_50_0.4_2.tif 16 14637 14500 114
contrived_50_0.4_256.tif 16 14638 14500 147
contrived_50_0.4_32.tif 16 14639 14500 160
contrived_50_0.4_4.tif 16 14640 14500 161
contrived_50_0.4_512.tif 16 14641 14500 149
contrived_50_0.4_64.tif 16 14642 14500 150
contrived_50_0.4_8.tif 16 14643 14500 166
contrived_5000_0.1_1.tif 32 14645 14645 2291
contrived_5000_0.1_1024.tif 32 14646 14645 2681
contrived_5000_0.1_1048576.tif 32 14647 14645 3913
contrived_5000_0.1_128.tif 32 14648 14645 2291
contrived_5000_0.1_131072.tif 32 14649 14645 4044
contrived_5000_0.1_16.tif 32 14650 14645 2206
contrived_5000_0.1_16384.tif 32 14651 14645 3833
contrived_5000_0.1_2.tif 32 14652 14645 2330
contrived_5000_0.1_2048.tif 32 14653 14645 2823
contrived_5000_0.1_2097152.tif 32 14654 14645 3904
contrived_5000_0.1_256.tif 32 14655 14645 2460
contrived_5000_0.1_262144.tif 32 14656 14645 4031
contrived_5000_0.1_32.tif 32 14657 14645 2293
contrived_5000_0.1_32768.tif 32 14658 14645 3809
contrived_5000_0.1_4.tif 32 14659 14645 2166
contrived_5000_0.1_4096.tif 32 14660 14645 3589
contrived_5000_0.1_512.tif 32 14661 14645 2545
contrived_5000_0.1_524288.tif 32 14662 14645 4055
contrived_5000_0.1_64.tif 32 14663 14645 2225
contrived_5000_0.1_65536.tif 32 14664 14645 4060
contrived_5000_0.1_8.tif 32 14665 14645 2240
contrived_5000_0.1_8192.tif 32 14666 14645 3872
contrived_5000_0.2_1.tif 32 14667 14645 4619
contrived_5000_0.2_1024.tif 32 14668 14645 4978
contrived_5000_0.2_1048576.tif 32 14669 14645 7954
contrived_5000_0.2_128.tif 32 14670 14645 4456
contrived_5000_0.2_131072.tif 32 14671 14645 7852
contrived_5000_0.2_16.tif 32 14672 14645 4602
contrived_5000_0.2_16384.tif 32 14673 14645 7825
contrived_5000_0.2_2.tif 32 14674 14645 4571
contrived_5000_0.2_2048.tif 32 14675 14645 5932
contrived_5000_0.2_2097152.tif 32 14676 14645 7837
contrived_5000_0.2_256.tif 32 14677 14645 4566
contrived_5000_0.2_262144.tif 32 14678 14645 7887
contrived_5000_0.2_32.tif 32 14679 14645 4600
contrived_5000_0.2_32768.tif 32 14680 14645 7834
contrived_5000_0.2_4.tif 32 14681 14645 4530
contrived_5000_0.2_4096.tif 32 14682 14645 7307
contrived_5000_0.2_4194304.tif 32 14683 14645 7930
contrived_5000_0.2_512.tif 32 14684 14645 4868
contrived_5000_0.2_524288.tif 32 14685 14645 7864
contrived_5000_0.2_64.tif 32 14686 14645 4673
contrived_5000_0.2_65536.tif 32 14687 14645 7937
contrived_5000_0.2_8.tif 32 14688 14645 4607
contrived_5000_0.2_8192.tif 32 14689 14645 8021
contrived_5000_0.4_1.tif 32 14690 14645 9205
contrived_5000_0.4_1024.tif 32 14691 14645 11298
contrived_5000_0.4_1048576.tif 32 14692 14645 15762
contrived_5000_0.4_128.tif 32 14693 14645 9013
contrived_5000_0.4_131072.tif 32 14694 14645 15824
contrived_5000_0.4_16.tif 32 14695 14645 9154
contrived_5000_0.4_16384.tif 32 14696 14645 15759
contrived_5000_0.4_2.tif 32 14697 14645 11169
contrived_5000_0.4_2048.tif 32 14698 14645 13450
contrived_5000_0.4_2097152.tif 32 14699 14645 15998
contrived_5000_0.4_256.tif 32 14700 14645 9030
contrived_5000_0.4_262144.tif 32 14701 14645 16080
contrived_5000_0.4_32.tif 32 14702 14645 9426
contrived_5000_0.4_32768.tif 32 14703 14645 15793
contrived_5000_0.4_4.tif 32 14704 14645 9124
contrived_5000_0.4_4096.tif 32 14705 14645 15239
contrived_5000_0.4_4194304.tif 32 14706 14645 16028
contrived_5000_0.4_512.tif 32 14707 14645 10142
contrived_5000_0.4_524288.tif 32 14708 14645 15857
contrived_5000_0.4_64.tif 32 14709 14645 9099
contrived_5000_0.4_65536.tif 32 14710 14645 15936
contrived_5000_0.4_8.tif 32 14711 14645 9011
contrived_5000_0.4_8192.tif 32 14712 14645 15676
contrived_5000_0.4_8388608.tif 32 14713 14645 15733
contrived_500_0.1_1.tif 32 14714 14645 21
contrived_500_0.1_1024.tif 32 14715 14645 377
contrived_500_0.1_128.tif 32 14716 14645 396
contrived_500_0.1_16.tif 32 14717 14645 72
contrived_500_0.1_16384.tif 32 14718 14645 386
contrived_500_0.1_2.tif 32 14719 14645 22
contrived_500_0.1_2048.tif 32 14720 14645 393
contrived_500_0.1_256.tif 32 14721 14645 363
contrived_500_0.1_32.tif 32 14722 14645 207
contrived_500_0.1_4.tif 32 14723 14645 26
contrived_500_0.1_4096.tif 32 14724 14645 371
contrived_500_0.1_512.tif 32 14725 14645 391
contrived_500_0.1_64.tif 32 14726 14645 363
contrived_500_0.1_8.tif 32 14727 14645 22
contrived_500_0.1_8192.tif 32 14728 14645 368
contrived_500_0.2_1.tif 32 14729 14645 55
contrived_500_0.2_1024.tif 32 14730 14645 768
contrived_500_0.2_128.tif 32 14731 14645 732
contrived_500_0.2_16.tif 32 14732 14645 215
contrived_500_0.2_16384.tif 32 14733 14645 757
contrived_500_0.2_2.tif 32 14734 14645 79
contrived_500_0.2_2048.tif 32 14735 14645 751
contrived_500_0.2_256.tif 32 14736 14645 732
contrived_500_0.2_32.tif 32 14737 14645 498
contrived_500_0.2_32768.tif 32 14738 14645 756
contrived_500_0.2_4.tif 32 14739 14645 48
contrived_500_0.2_4096.tif 32 14740 14645 743
contrived_500_0.2_512.tif 32 14741 14645 750
contrived_500_0.2_64.tif 32 14742 14645 709
contrived_500_0.2_8.tif 32 14743 14645 91
contrived_500_0.2_8192.tif 32 14744 14645 776
contrived_500_0.4_1.tif 32 14745 14645 94
contrived_500_0.4_1024.tif 32 14746 14645 1478
contrived_500_0.4_128.tif 32 14747 14645 1496
contrived_500_0.4_16.tif 32 14748 14645 877
contrived_500_0.4_16384.tif 32 14749 14645 1497
