,a_max,map_file,mean_distance,number_steps,proportion_cover,seed,type
232,10000,random_10000_0.8_6.tif,630.9779642682124,1000,0.8,117,random
233,10000,random_10000_0.8_6.tif,1970.7309993732774,10000,0.8,117,random
234,10000,random_10000_0.8_7.tif,651.5458645875524,1000,0.8,118,random
235,10000,random_10000_0.8_7.tif,2027.6860045660553,10000,0.8,118,random
236,10000,random_10000_0.8_8.tif,623.1793098028238,1000,0.8,119,random
237,10000,random_10000_0.8_8.tif,2017.5278588226165,10000,0.8,119,random
238,10000,random_10000_0.8_9.tif,641.8359148858916,1000,0.8,120,random
239,10000,random_10000_0.8_9.tif,2038.4630794233908,10000,0.8,120,random
240,1000,random_1000_0.2_0.tif,639.6627428040186,1000,0.2,121,random
241,1000,random_1000_0.2_0.tif,1979.9028541729735,10000,0.2,121,random
242,1000,random_1000_0.2_1.tif,645.9941934540232,1000,0.2,122,random
243,1000,random_1000_0.2_1.tif,2008.4693023686473,10000,0.2,122,random
244,1000,random_1000_0.2_2.tif,615.0997320467386,1000,0.2,123,random
245,1000,random_1000_0.2_2.tif,1985.213213735404,10000,0.2,123,random
246,1000,random_1000_0.2_3.tif,633.6993261745763,1000,0.2,124,random
247,1000,random_1000_0.2_3.tif,1978.380208711997,10000,0.2,124,random
248,1000,random_1000_0.2_4.tif,611.7953095588036,1000,0.2,125,random
249,1000,random_1000_0.2_4.tif,1972.5445532957021,10000,0.2,125,random
250,1000,random_1000_0.2_5.tif,656.9207575643655,1000,0.2,126,random
251,1000,random_1000_0.2_5.tif,2046.8568795983042,10000,0.2,126,random
252,1000,random_1000_0.2_6.tif,647.9432332712286,1000,0.2,127,random
253,1000,random_1000_0.2_6.tif,2035.8420354081409,10000,0.2,127,random
254,1000,random_1000_0.2_7.tif,626.0477736257388,1000,0.2,128,random
255,1000,random_1000_0.2_7.tif,1908.9743049328758,10000,0.2,128,random
256,1000,random_1000_0.2_8.tif,632.4276742396657,1000,0.2,129,random
257,1000,random_1000_0.2_8.tif,1959.7675118919353,10000,0.2,129,random
258,1000,random_1000_0.2_9.tif,643.7725936429808,1000,0.2,130,random
259,1000,random_1000_0.2_9.tif,1972.5883776567416,10000,0.2,130,random
260,1000,random_1000_0.4_0.tif,614.4707844268877,1000,0.4,131,random
261,1000,random_1000_0.4_0.tif,1967.844600497612,10000,0.4,131,random
262,1000,random_1000_0.4_1.tif,633.045889682789,1000,0.4,132,random
263,1000,random_1000_0.4_1.tif,2025.9797451307604,10000,0.4,132,random
264,1000,random_1000_0.4_2.tif,641.1683341653543,1000,0.4,133,random
265,1000,random_1000_0.4_2.tif,1978.8033822849084,10000,0.4,133,random
266,1000,random_1000_0.4_3.tif,631.817208037242,1000,0.4,134,random
267,1000,random_1000_0.4_3.tif,1938.3133308606214,10000,0.4,134,random
268,1000,random_1000_0.4_4.tif,625.5572089307437,1000,0.4,135,random
269,1000,random_1000_0.4_4.tif,1976.0734125182898,10000,0.4,135,random
270,1000,random_1000_0.4_5.tif,634.7151708318562,1000,0.4,136,random
271,1000,random_1000_0.4_5.tif,1951.2763557910896,10000,0.4,136,random
272,1000,random_1000_0.4_6.tif,615.1994556967315,1000,0.4,137,random
273,1000,random_1000_0.4_6.tif,2015.8456318468757,10000,0.4,137,random
274,1000,random_1000_0.4_7.tif,634.9324261257321,1000,0.4,138,random
275,1000,random_1000_0.4_7.tif,2037.177087510392,10000,0.4,138,random
276,1000,random_1000_0.4_8.tif,654.7177010386204,1000,0.4,139,random
277,1000,random_1000_0.4_8.tif,2034.0993152013448,10000,0.4,139,random
278,1000,random_1000_0.4_9.tif,641.3842359143117,1000,0.4,140,random
279,1000,random_1000_0.4_9.tif,2003.8573353599356,10000,0.4,140,random
280,1000,random_1000_0.8_0.tif,630.3475197232711,1000,0.8,141,random
281,1000,random_1000_0.8_0.tif,1992.6665103830553,10000,0.8,141,random
282,1000,random_1000_0.8_1.tif,648.678786781922,1000,0.8,142,random
283,1000,random_1000_0.8_1.tif,2015.9459270056109,10000,0.8,142,random
284,1000,random_1000_0.8_2.tif,637.2179262970247,1000,0.8,143,random
285,1000,random_1000_0.8_2.tif,2040.7299288790048,10000,0.8,143,random
286,1000,random_1000_0.8_3.tif,641.5991669293942,1000,0.8,144,random
287,1000,random_1000_0.8_3.tif,1999.4104287154057,10000,0.8,144,random
288,1000,random_1000_0.8_4.tif,639.2884761300924,1000,0.8,145,random
289,1000,random_1000_0.8_4.tif,2061.0315622548333,10000,0.8,145,random
290,1000,random_1000_0.8_5.tif,636.462928787814,1000,0.8,146,random
291,1000,random_1000_0.8_5.tif,2050.1372084274494,10000,0.8,146,random
292,1000,random_1000_0.8_6.tif,634.8905916022354,1000,0.8,147,random
293,1000,random_1000_0.8_6.tif,2016.2241982589896,10000,0.8,147,random
294,1000,random_1000_0.8_7.tif,624.5649333291652,1000,0.8,148,random
295,1000,random_1000_0.8_7.tif,2020.4303261434516,10000,0.8,148,random
296,1000,random_1000_0.8_8.tif,626.7633483226117,1000,0.8,149,random
297,1000,random_1000_0.8_8.tif,1959.0908492809879,10000,0.8,149,random
298,1000,random_1000_0.8_9.tif,604.5985151711407,1000,0.8,150,random
299,1000,random_1000_0.8_9.tif,1999.5784730139155,10000,0.8,150,random
300,100,random_100_0.2_0.tif,626.8692340137727,1000,0.2,151,random
301,100,random_100_0.2_0.tif,1985.9408169097746,10000,0.2,151,random
302,100,random_100_0.2_1.tif,626.0901456954102,1000,0.2,152,random
303,100,random_100_0.2_1.tif,1931.2675984122595,10000,0.2,152,random
304,100,random_100_0.2_2.tif,640.8540793581565,1000,0.2,153,random
305,100,random_100_0.2_2.tif,2004.3897452870126,10000,0.2,153,random
306,100,random_100_0.2_3.tif,617.0070459787953,1000,0.2,154,random
307,100,random_100_0.2_3.tif,1979.829579652812,10000,0.2,154,random
308,100,random_100_0.2_4.tif,623.5094374025351,1000,0.2,155,random
309,100,random_100_0.2_4.tif,1988.7224124865368,10000,0.2,155,random
310,100,random_100_0.2_5.tif,644.2559635838545,1000,0.2,156,random
311,100,random_100_0.2_5.tif,2009.1922984619932,10000,0.2,156,random
312,100,random_100_0.2_6.tif,634.7825451367729,1000,0.2,157,random
313,100,random_100_0.2_6.tif,1938.9472036473833,10000,0.2,157,random
314,100,random_100_0.2_7.tif,626.906009479607,1000,0.2,158,random
315,100,random_100_0.2_7.tif,2018.8281918043915,10000,0.2,158,random
316,100,random_100_0.2_8.tif,627.399722716767,1000,0.2,159,random
317,100,random_100_0.2_8.tif,2034.824285683444,10000,0.2,159,random
318,100,random_100_0.2_9.tif,620.6790350235223,1000,0.2,160,random
319,100,random_100_0.2_9.tif,2037.3903567408088,10000,0.2,160,random
320,100,random_100_0.4_0.tif,633.2579348941503,1000,0.4,161,random
321,100,random_100_0.4_0.tif,2009.3609506539663,10000,0.4,161,random
322,100,random_100_0.4_1.tif,647.2349379520662,1000,0.4,162,random
323,100,random_100_0.4_1.tif,2000.31546566134,10000,0.4,162,random
324,100,random_100_0.4_2.tif,631.1268081729531,1000,0.4,163,random
325,100,random_100_0.4_2.tif,1953.6288221918057,10000,0.4,163,random
326,100,random_100_0.4_3.tif,632.8172115496028,1000,0.4,164,random
327,100,random_100_0.4_3.tif,2039.1957705036818,10000,0.4,164,random
328,100,random_100_0.4_4.tif,615.4863308292323,1000,0.4,165,random
329,100,random_100_0.4_4.tif,1960.435715214125,10000,0.4,165,random
330,100,random_100_0.4_5.tif,632.1803536561589,1000,0.4,166,random
331,100,random_100_0.4_5.tif,1977.5695826812841,10000,0.4,166,random
332,100,random_100_0.4_6.tif,642.9214705983571,1000,0.4,167,random
333,100,random_100_0.4_6.tif,2070.8082473581057,10000,0.4,167,random
334,100,random_100_0.4_7.tif,635.1210321843813,1000,0.4,168,random
335,100,random_100_0.4_7.tif,2059.106270523813,10000,0.4,168,random
336,100,random_100_0.4_8.tif,654.4186376055447,1000,0.4,169,random
337,100,random_100_0.4_8.tif,2005.9596367261006,10000,0.4,169,random
338,100,random_100_0.4_9.tif,649.9199477080249,1000,0.4,170,random
339,100,random_100_0.4_9.tif,2012.3955079108264,10000,0.4,170,random
340,100,random_100_0.8_0.tif,625.5758654337787,1000,0.8,171,random
341,100,random_100_0.8_0.tif,1997.6233773102492,10000,0.8,171,random
342,100,random_100_0.8_1.tif,624.9584157454435,1000,0.8,172,random
343,100,random_100_0.8_1.tif,1967.0319145026033,10000,0.8,172,random
344,100,random_100_0.8_2.tif,623.4671184832503,1000,0.8,173,random
345,100,random_100_0.8_2.tif,1988.9131155190798,10000,0.8,173,random
346,100,random_100_0.8_3.tif,629.7287089139552,1000,0.8,174,random
347,100,random_100_0.8_3.tif,1947.0924781276435,10000,0.8,174,random
348,100,random_100_0.8_4.tif,613.7729000222113,1000,0.8,175,random
349,100,random_100_0.8_4.tif,1976.2659132955366,10000,0.8,175,random
350,100,random_100_0.8_5.tif,637.9932262924476,1000,0.8,176,random
351,100,random_100_0.8_5.tif,2000.3922650354366,10000,0.8,176,random
352,100,random_100_0.8_6.tif,624.5331457018974,1000,0.8,177,random
353,100,random_100_0.8_6.tif,2044.653185265203,10000,0.8,177,random
354,100,random_100_0.8_7.tif,625.4189708445239,1000,0.8,178,random
355,100,random_100_0.8_7.tif,1981.1487722965423,10000,0.8,178,random
356,100,random_100_0.8_8.tif,648.0082860379366,1000,0.8,179,random
357,100,random_100_0.8_8.tif,2000.8052937953753,10000,0.8,179,random
358,100,random_100_0.8_9.tif,628.5373045379972,1000,0.8,180,random
359,100,random_100_0.8_9.tif,2029.1644460392542,10000,0.8,180,random
