,map_file,richness,seed,speciation,time
82,map_500_0.2_1.tif,1536,2,False,2552.0
83,map_500_0.2_1.tif,1536,2,False,2553.0
84,map_500_0.2_1.tif,1539,2,False,2554.0
85,map_500_0.2_1.tif,1549,2,False,2555.0
86,map_500_0.2_1.tif,1563,2,False,2556.0
87,map_500_0.2_1.tif,1559,2,False,2557.0
88,map_500_0.2_1.tif,1556,2,False,2558.0
89,map_500_0.2_1.tif,1546,2,False,2559.0
90,map_500_0.2_1.tif,1550,2,False,2560.0
91,map_500_0.2_1.tif,1547,2,False,2561.0
92,map_500_0.2_1.tif,1542,2,False,2562.0
93,map_500_0.2_1.tif,1546,2,False,2563.0
94,map_500_0.2_1.tif,1543,2,False,2564.0
95,map_500_0.2_1.tif,1542,2,False,2565.0
96,map_500_0.2_1.tif,1554,2,False,2566.0
97,map_500_0.2_1.tif,1544,2,False,2567.0
98,map_500_0.2_1.tif,1557,2,False,2568.0
99,map_500_0.2_1.tif,1554,2,False,2569.0
100,map_500_0.2_1.tif,1557,2,False,2570.0
101,map_500_0.2_1.tif,1548,2,False,2571.0
102,map_500_0.2_1.tif,1540,2,False,2572.0
103,map_500_0.2_1.tif,1553,2,False,2573.0
104,map_500_0.2_1.tif,1531,2,False,2574.0
105,map_500_0.2_1.tif,1525,2,False,2575.0
106,map_500_0.2_1.tif,1531,2,False,2576.0
107,map_500_0.2_1.tif,1548,2,False,2577.0
108,map_500_0.2_1.tif,1542,2,False,2578.0
109,map_500_0.2_1.tif,1543,2,False,2579.0
110,map_500_0.2_1.tif,1541,2,False,2580.0
111,map_500_0.2_1.tif,1551,2,False,2581.0
112,map_500_0.2_1.tif,1559,2,False,2582.0
113,map_500_0.2_1.tif,1564,2,False,2583.0
114,map_500_0.2_1.tif,1564,2,False,2584.0
115,map_500_0.2_1.tif,1553,2,False,2585.0
116,map_500_0.2_1.tif,1540,2,False,2586.0
117,map_500_0.2_1.tif,1550,2,False,2587.0
118,map_500_0.2_1.tif,1551,2,False,2588.0
119,map_500_0.2_1.tif,1546,2,False,2589.0
120,map_500_0.2_1.tif,1547,2,False,2590.0
121,map_500_0.2_1.tif,1553,2,False,2591.0
122,map_500_0.2_1.tif,1556,2,False,2592.0
123,map_500_0.2_1.tif,1556,2,False,2593.0
124,map_500_0.2_1.tif,1555,2,False,2594.0
125,map_500_0.2_1.tif,1551,2,False,2595.0
126,map_500_0.2_1.tif,1540,2,False,2596.0
127,map_500_0.2_1.tif,1545,2,False,2597.0
128,map_500_0.2_1.tif,1542,2,False,2598.0
129,map_500_0.2_1.tif,1524,2,False,2599.0
130,map_500_0.2_1.tif,1518,2,False,2600.0
131,map_500_0.2_1.tif,1579,2,False,2700.0
132,map_500_0.2_1.tif,193,2,True,0.0
133,map_500_0.2_1.tif,210,2,True,100.0
134,map_500_0.2_1.tif,207,2,True,200.0
135,map_500_0.2_1.tif,213,2,True,300.0
136,map_500_0.2_1.tif,209,2,True,400.0
137,map_500_0.2_1.tif,221,2,True,500.0
138,map_500_0.2_1.tif,214,2,True,600.0
139,map_500_0.2_1.tif,226,2,True,700.0
140,map_500_0.2_1.tif,222,2,True,800.0
141,map_500_0.2_1.tif,219,2,True,900.0
142,map_500_0.2_1.tif,246,2,True,1000.0
143,map_500_0.2_1.tif,238,2,True,1100.0
144,map_500_0.2_1.tif,244,2,True,1200.0
145,map_500_0.2_1.tif,250,2,True,1300.0
146,map_500_0.2_1.tif,261,2,True,1400.0
147,map_500_0.2_1.tif,278,2,True,1500.0
148,map_500_0.2_1.tif,299,2,True,1600.0
149,map_500_0.2_1.tif,291,2,True,1700.0
150,map_500_0.2_1.tif,317,2,True,1800.0
151,map_500_0.2_1.tif,335,2,True,1900.0
152,map_500_0.2_1.tif,357,2,True,2000.0
153,map_500_0.2_1.tif,393,2,True,2100.0
154,map_500_0.2_1.tif,454,2,True,2200.0
155,map_500_0.2_1.tif,546,2,True,2300.0
156,map_500_0.2_1.tif,701,2,True,2400.0
157,map_500_0.2_1.tif,1352,2,True,2500.0
158,map_500_0.2_1.tif,1518,2,True,2600.0
159,map_500_0.2_1.tif,1579,2,True,2700.0
160,map_500_0.2_1.tif,1221,2,True,2495.0
161,map_500_0.2_1.tif,1234,2,True,2496.0
162,map_500_0.2_1.tif,1255,2,True,2497.0
163,map_500_0.2_1.tif,1274,2,True,2498.0
164,map_500_0.2_1.tif,1315,2,True,2499.0
165,map_500_0.2_1.tif,1542,2,True,2501.0
166,map_500_0.2_1.tif,1545,2,True,2502.0
167,map_500_0.2_1.tif,1539,2,True,2503.0
168,map_500_0.2_1.tif,1542,2,True,2504.0
169,map_500_0.2_1.tif,1552,2,True,2505.0
170,map_500_0.2_1.tif,1551,2,True,2506.0
171,map_500_0.2_1.tif,1545,2,True,2507.0
172,map_500_0.2_1.tif,1551,2,True,2508.0
173,map_500_0.2_1.tif,1551,2,True,2509.0
174,map_500_0.2_1.tif,1549,2,True,2510.0
175,map_500_0.2_1.tif,1549,2,True,2511.0
176,map_500_0.2_1.tif,1561,2,True,2512.0
177,map_500_0.2_1.tif,1553,2,True,2513.0
178,map_500_0.2_1.tif,1557,2,True,2514.0
179,map_500_0.2_1.tif,1566,2,True,2515.0
180,map_500_0.2_1.tif,1558,2,True,2516.0
181,map_500_0.2_1.tif,1555,2,True,2517.0
182,map_500_0.2_1.tif,1550,2,True,2518.0
183,map_500_0.2_1.tif,1553,2,True,2519.0
184,map_500_0.2_1.tif,1553,2,True,2520.0
185,map_500_0.2_1.tif,1557,2,True,2521.0
186,map_500_0.2_1.tif,1554,2,True,2522.0
187,map_500_0.2_1.tif,1547,2,True,2523.0
188,map_500_0.2_1.tif,1549,2,True,2524.0
189,map_500_0.2_1.tif,1544,2,True,2525.0
190,map_500_0.2_1.tif,1540,2,True,2526.0
191,map_500_0.2_1.tif,1536,2,True,2527.0
192,map_500_0.2_1.tif,1525,2,True,2528.0
193,map_500_0.2_1.tif,1543,2,True,2529.0
194,map_500_0.2_1.tif,1542,2,True,2530.0
195,map_500_0.2_1.tif,1540,2,True,2531.0
196,map_500_0.2_1.tif,1544,2,True,2532.0
197,map_500_0.2_1.tif,1538,2,True,2533.0
198,map_500_0.2_1.tif,1530,2,True,2534.0
199,map_500_0.2_1.tif,1545,2,True,2535.0
200,map_500_0.2_1.tif,1547,2,True,2536.0
201,map_500_0.2_1.tif,1548,2,True,2537.0
202,map_500_0.2_1.tif,1552,2,True,2538.0
203,map_500_0.2_1.tif,1565,2,True,2539.0
204,map_500_0.2_1.tif,1555,2,True,2540.0
205,map_500_0.2_1.tif,1545,2,True,2541.0
206,map_500_0.2_1.tif,1548,2,True,2542.0
207,map_500_0.2_1.tif,1544,2,True,2543.0
208,map_500_0.2_1.tif,1541,2,True,2544.0
209,map_500_0.2_1.tif,1529,2,True,2545.0
210,map_500_0.2_1.tif,1535,2,True,2546.0
211,map_500_0.2_1.tif,1543,2,True,2547.0
212,map_500_0.2_1.tif,1548,2,True,2548.0
213,map_500_0.2_1.tif,1542,2,True,2549.0
214,map_500_0.2_1.tif,1535,2,True,2550.0
215,map_500_0.2_1.tif,1535,2,True,2551.0
216,map_500_0.2_1.tif,1536,2,True,2552.0
217,map_500_0.2_1.tif,1536,2,True,2553.0
218,map_500_0.2_1.tif,1539,2,True,2554.0
219,map_500_0.2_1.tif,1549,2,True,2555.0
220,map_500_0.2_1.tif,1563,2,True,2556.0
221,map_500_0.2_1.tif,1559,2,True,2557.0
222,map_500_0.2_1.tif,1556,2,True,2558.0
223,map_500_0.2_1.tif,1546,2,True,2559.0
224,map_500_0.2_1.tif,1550,2,True,2560.0
225,map_500_0.2_1.tif,1547,2,True,2561.0
226,map_500_0.2_1.tif,1542,2,True,2562.0
227,map_500_0.2_1.tif,1546,2,True,2563.0
228,map_500_0.2_1.tif,1543,2,True,2564.0
229,map_500_0.2_1.tif,1542,2,True,2565.0
230,map_500_0.2_1.tif,1554,2,True,2566.0
231,map_500_0.2_1.tif,1544,2,True,2567.0
232,map_500_0.2_1.tif,1557,2,True,2568.0
233,map_500_0.2_1.tif,1554,2,True,2569.0
234,map_500_0.2_1.tif,1557,2,True,2570.0
235,map_500_0.2_1.tif,1548,2,True,2571.0
236,map_500_0.2_1.tif,1540,2,True,2572.0
237,map_500_0.2_1.tif,1553,2,True,2573.0
238,map_500_0.2_1.tif,1531,2,True,2574.0
239,map_500_0.2_1.tif,1525,2,True,2575.0
240,map_500_0.2_1.tif,1531,2,True,2576.0
241,map_500_0.2_1.tif,1548,2,True,2577.0
242,map_500_0.2_1.tif,1542,2,True,2578.0
243,map_500_0.2_1.tif,1543,2,True,2579.0
244,map_500_0.2_1.tif,1541,2,True,2580.0
245,map_500_0.2_1.tif,1551,2,True,2581.0
246,map_500_0.2_1.tif,1559,2,True,2582.0
247,map_500_0.2_1.tif,1564,2,True,2583.0
248,map_500_0.2_1.tif,1564,2,True,2584.0
249,map_500_0.2_1.tif,1553,2,True,2585.0
250,map_500_0.2_1.tif,1540,2,True,2586.0
251,map_500_0.2_1.tif,1550,2,True,2587.0
252,map_500_0.2_1.tif,1551,2,True,2588.0
253,map_500_0.2_1.tif,1546,2,True,2589.0
254,map_500_0.2_1.tif,1547,2,True,2590.0
255,map_500_0.2_1.tif,1553,2,True,2591.0
256,map_500_0.2_1.tif,1556,2,True,2592.0
257,map_500_0.2_1.tif,1556,2,True,2593.0
258,map_500_0.2_1.tif,1555,2,True,2594.0
259,map_500_0.2_1.tif,1551,2,True,2595.0
260,map_500_0.2_1.tif,1540,2,True,2596.0
261,map_500_0.2_1.tif,1545,2,True,2597.0
262,map_500_0.2_1.tif,1542,2,True,2598.0
263,map_500_0.2_1.tif,1524,2,True,2599.0
264,map_500_0.2_1.tif,150,2,False,0.0
265,map_500_0.2_1.tif,149,2,False,100.0
266,map_500_0.2_1.tif,152,2,False,200.0
267,map_500_0.2_1.tif,163,2,False,300.0
268,map_500_0.2_1.tif,168,2,False,400.0
269,map_500_0.2_1.tif,175,2,False,500.0
270,map_500_0.2_1.tif,172,2,False,600.0
271,map_500_0.2_1.tif,173,2,False,700.0
272,map_500_0.2_1.tif,175,2,False,800.0
273,map_500_0.2_1.tif,170,2,False,900.0
274,map_500_0.2_1.tif,193,2,False,1000.0
275,map_500_0.2_1.tif,195,2,False,1100.0
276,map_500_0.2_1.tif,198,2,False,1200.0
277,map_500_0.2_1.tif,210,2,False,1300.0
278,map_500_0.2_1.tif,217,2,False,1400.0
279,map_500_0.2_1.tif,231,2,False,1500.0
280,map_500_0.2_1.tif,254,2,False,1600.0
281,map_500_0.2_1.tif,254,2,False,1700.0
282,map_500_0.2_1.tif,282,2,False,1800.0
283,map_500_0.2_1.tif,296,2,False,1900.0
284,map_500_0.2_1.tif,322,2,False,2000.0
285,map_500_0.2_1.tif,362,2,False,2100.0
286,map_500_0.2_1.tif,421,2,False,2200.0
287,map_500_0.2_1.tif,512,2,False,2300.0
288,map_500_0.2_1.tif,681,2,False,2400.0
289,map_500_0.2_1.tif,1352,2,False,2500.0
290,map_500_0.2_1.tif,1518,2,False,2600.0
291,map_500_0.2_1.tif,1579,2,False,2700.0
292,map_500_0.2_1.tif,1214,2,False,2495.0
293,map_500_0.2_1.tif,1230,2,False,2496.0
294,map_500_0.2_1.tif,1252,2,False,2497.0
295,map_500_0.2_1.tif,1272,2,False,2498.0
296,map_500_0.2_1.tif,1315,2,False,2499.0
297,map_500_0.2_1.tif,1542,2,False,2501.0
298,map_500_0.2_1.tif,1545,2,False,2502.0
299,map_500_0.2_1.tif,1539,2,False,2503.0
300,map_500_0.2_1.tif,1542,2,False,2504.0
301,map_500_0.2_1.tif,1552,2,False,2505.0
302,map_500_0.2_1.tif,1551,2,False,2506.0
303,map_500_0.2_1.tif,1545,2,False,2507.0
304,map_500_0.2_1.tif,1551,2,False,2508.0
305,map_500_0.2_1.tif,1551,2,False,2509.0
306,map_500_0.2_1.tif,1549,2,False,2510.0
307,map_500_0.2_1.tif,1549,2,False,2511.0
308,map_500_0.2_1.tif,1561,2,False,2512.0
309,map_500_0.2_1.tif,1553,2,False,2513.0
310,map_500_0.2_1.tif,1557,2,False,2514.0
311,map_500_0.2_1.tif,1566,2,False,2515.0
312,map_500_0.2_1.tif,1558,2,False,2516.0
313,map_500_0.2_1.tif,1555,2,False,2517.0
314,map_500_0.2_1.tif,1550,2,False,2518.0
315,map_500_0.2_1.tif,1553,2,False,2519.0
316,map_500_0.2_1.tif,1553,2,False,2520.0
317,map_500_0.2_1.tif,1557,2,False,2521.0
318,map_500_0.2_1.tif,1554,2,False,2522.0
319,map_500_0.2_1.tif,1547,2,False,2523.0
320,map_500_0.2_1.tif,1549,2,False,2524.0
321,map_500_0.2_1.tif,1544,2,False,2525.0
322,map_500_0.2_1.tif,1540,2,False,2526.0
323,map_500_0.2_1.tif,1536,2,False,2527.0
324,map_500_0.2_1.tif,1525,2,False,2528.0
325,map_500_0.2_1.tif,1543,2,False,2529.0
326,map_500_0.2_1.tif,1542,2,False,2530.0
327,map_500_0.2_1.tif,1540,2,False,2531.0
328,map_500_0.2_1.tif,1544,2,False,2532.0
329,map_500_0.2_1.tif,1538,2,False,2533.0
330,map_500_0.2_1.tif,1530,2,False,2534.0
331,map_500_0.2_1.tif,1545,2,False,2535.0
332,map_500_0.2_1.tif,1547,2,False,2536.0
333,map_500_0.2_1.tif,1548,2,False,2537.0
334,map_500_0.2_1.tif,1552,2,False,2538.0
335,map_500_0.2_1.tif,1565,2,False,2539.0
336,map_500_0.2_1.tif,1555,2,False,2540.0
337,map_500_0.2_1.tif,1545,2,False,2541.0
338,map_500_0.2_1.tif,1548,2,False,2542.0
339,map_500_0.2_1.tif,1544,2,False,2543.0
340,map_500_0.2_1.tif,1541,2,False,2544.0
341,map_500_0.2_1.tif,1529,2,False,2545.0
342,map_500_0.2_1.tif,1535,2,False,2546.0
343,map_500_0.2_1.tif,1543,2,False,2547.0
344,map_500_0.2_1.tif,1548,2,False,2548.0
345,map_500_0.2_1.tif,1542,2,False,2549.0
346,map_500_0.2_1.tif,1535,2,False,2550.0
347,map_500_0.2_1.tif,1535,2,False,2551.0
348,map_500_0.2_1.tif,1536,2,False,2552.0
349,map_500_0.2_1.tif,1536,2,False,2553.0
350,map_500_0.2_1.tif,1539,2,False,2554.0
351,map_500_0.2_1.tif,1549,2,False,2555.0
352,map_500_0.2_1.tif,1563,2,False,2556.0
353,map_500_0.2_1.tif,1559,2,False,2557.0
354,map_500_0.2_1.tif,1556,2,False,2558.0
355,map_500_0.2_1.tif,1546,2,False,2559.0
356,map_500_0.2_1.tif,1550,2,False,2560.0
357,map_500_0.2_1.tif,1547,2,False,2561.0
358,map_500_0.2_1.tif,1542,2,False,2562.0
359,map_500_0.2_1.tif,1546,2,False,2563.0
360,map_500_0.2_1.tif,1543,2,False,2564.0
361,map_500_0.2_1.tif,1542,2,False,2565.0
362,map_500_0.2_1.tif,1554,2,False,2566.0
363,map_500_0.2_1.tif,1544,2,False,2567.0
364,map_500_0.2_1.tif,1557,2,False,2568.0
365,map_500_0.2_1.tif,1554,2,False,2569.0
366,map_500_0.2_1.tif,1557,2,False,2570.0
367,map_500_0.2_1.tif,1548,2,False,2571.0
368,map_500_0.2_1.tif,1540,2,False,2572.0
369,map_500_0.2_1.tif,1553,2,False,2573.0
370,map_500_0.2_1.tif,1531,2,False,2574.0
371,map_500_0.2_1.tif,1525,2,False,2575.0
372,map_500_0.2_1.tif,1531,2,False,2576.0
373,map_500_0.2_1.tif,1548,2,False,2577.0
374,map_500_0.2_1.tif,1542,2,False,2578.0
375,map_500_0.2_1.tif,1543,2,False,2579.0
376,map_500_0.2_1.tif,1541,2,False,2580.0
377,map_500_0.2_1.tif,1551,2,False,2581.0
378,map_500_0.2_1.tif,1559,2,False,2582.0
379,map_500_0.2_1.tif,1564,2,False,2583.0
380,map_500_0.2_1.tif,1564,2,False,2584.0
381,map_500_0.2_1.tif,1553,2,False,2585.0
382,map_500_0.2_1.tif,1540,2,False,2586.0
383,map_500_0.2_1.tif,1550,2,False,2587.0
384,map_500_0.2_1.tif,1551,2,False,2588.0
385,map_500_0.2_1.tif,1546,2,False,2589.0
386,map_500_0.2_1.tif,1547,2,False,2590.0
387,map_500_0.2_1.tif,1553,2,False,2591.0
388,map_500_0.2_1.tif,1556,2,False,2592.0
389,map_500_0.2_1.tif,1556,2,False,2593.0
390,map_500_0.2_1.tif,1555,2,False,2594.0
391,map_500_0.2_1.tif,1551,2,False,2595.0
392,map_500_0.2_1.tif,1540,2,False,2596.0
393,map_500_0.2_1.tif,1545,2,False,2597.0
394,map_500_0.2_1.tif,1542,2,False,2598.0
395,map_500_0.2_1.tif,1524,2,False,2599.0
396,map_500_0.2_1.tif,193,2,True,0.0
397,map_500_0.2_1.tif,210,2,True,100.0
398,map_500_0.2_1.tif,207,2,True,200.0
399,map_500_0.2_1.tif,213,2,True,300.0
400,map_500_0.2_1.tif,209,2,True,400.0
401,map_500_0.2_1.tif,221,2,True,500.0
402,map_500_0.2_1.tif,214,2,True,600.0
403,map_500_0.2_1.tif,226,2,True,700.0
404,map_500_0.2_1.tif,222,2,True,800.0
405,map_500_0.2_1.tif,219,2,True,900.0
406,map_500_0.2_1.tif,246,2,True,1000.0
407,map_500_0.2_1.tif,238,2,True,1100.0
408,map_500_0.2_1.tif,244,2,True,1200.0
409,map_500_0.2_1.tif,250,2,True,1300.0
410,map_500_0.2_1.tif,261,2,True,1400.0
411,map_500_0.2_1.tif,278,2,True,1500.0
412,map_500_0.2_1.tif,299,2,True,1600.0
413,map_500_0.2_1.tif,291,2,True,1700.0
414,map_500_0.2_1.tif,317,2,True,1800.0
415,map_500_0.2_1.tif,335,2,True,1900.0
416,map_500_0.2_1.tif,357,2,True,2000.0
417,map_500_0.2_1.tif,393,2,True,2100.0
418,map_500_0.2_1.tif,454,2,True,2200.0
419,map_500_0.2_1.tif,546,2,True,2300.0
420,map_500_0.2_1.tif,701,2,True,2400.0
421,map_500_0.2_1.tif,1352,2,True,2500.0
422,map_500_0.2_1.tif,1518,2,True,2600.0
423,map_500_0.2_1.tif,1579,2,True,2700.0
424,map_500_0.2_1.tif,1221,2,True,2495.0
425,map_500_0.2_1.tif,1234,2,True,2496.0
426,map_500_0.2_1.tif,1255,2,True,2497.0
427,map_500_0.2_1.tif,1274,2,True,2498.0
428,map_500_0.2_1.tif,1315,2,True,2499.0
429,map_500_0.2_1.tif,1542,2,True,2501.0
430,map_500_0.2_1.tif,1545,2,True,2502.0
431,map_500_0.2_1.tif,1539,2,True,2503.0
432,map_500_0.2_1.tif,1542,2,True,2504.0
433,map_500_0.2_1.tif,1552,2,True,2505.0
434,map_500_0.2_1.tif,1551,2,True,2506.0
435,map_500_0.2_1.tif,1545,2,True,2507.0
436,map_500_0.2_1.tif,1551,2,True,2508.0
437,map_500_0.2_1.tif,1551,2,True,2509.0
438,map_500_0.2_1.tif,1549,2,True,2510.0
439,map_500_0.2_1.tif,1549,2,True,2511.0
440,map_500_0.2_1.tif,1561,2,True,2512.0
441,map_500_0.2_1.tif,1553,2,True,2513.0
442,map_500_0.2_1.tif,1557,2,True,2514.0
443,map_500_0.2_1.tif,1566,2,True,2515.0
444,map_500_0.2_1.tif,1558,2,True,2516.0
445,map_500_0.2_1.tif,1555,2,True,2517.0
446,map_500_0.2_1.tif,1550,2,True,2518.0
447,map_500_0.2_1.tif,1553,2,True,2519.0
448,map_500_0.2_1.tif,1553,2,True,2520.0
449,map_500_0.2_1.tif,1557,2,True,2521.0
450,map_500_0.2_1.tif,1554,2,True,2522.0
451,map_500_0.2_1.tif,1547,2,True,2523.0
452,map_500_0.2_1.tif,1549,2,True,2524.0
453,map_500_0.2_1.tif,1544,2,True,2525.0
454,map_500_0.2_1.tif,1540,2,True,2526.0
455,map_500_0.2_1.tif,1536,2,True,2527.0
456,map_500_0.2_1.tif,1525,2,True,2528.0
457,map_500_0.2_1.tif,1543,2,True,2529.0
458,map_500_0.2_1.tif,1542,2,True,2530.0
459,map_500_0.2_1.tif,1540,2,True,2531.0
460,map_500_0.2_1.tif,1544,2,True,2532.0
461,map_500_0.2_1.tif,1538,2,True,2533.0
462,map_500_0.2_1.tif,1530,2,True,2534.0
463,map_500_0.2_1.tif,1545,2,True,2535.0
464,map_500_0.2_1.tif,1547,2,True,2536.0
465,map_500_0.2_1.tif,1548,2,True,2537.0
466,map_500_0.2_1.tif,1552,2,True,2538.0
467,map_500_0.2_1.tif,1565,2,True,2539.0
468,map_500_0.2_1.tif,1555,2,True,2540.0
469,map_500_0.2_1.tif,1545,2,True,2541.0
470,map_500_0.2_1.tif,1548,2,True,2542.0
471,map_500_0.2_1.tif,1544,2,True,2543.0
472,map_500_0.2_1.tif,1541,2,True,2544.0
473,map_500_0.2_1.tif,1529,2,True,2545.0
474,map_500_0.2_1.tif,1535,2,True,2546.0
475,map_500_0.2_1.tif,1543,2,True,2547.0
476,map_500_0.2_1.tif,1548,2,True,2548.0
477,map_500_0.2_1.tif,1542,2,True,2549.0
478,map_500_0.2_1.tif,1535,2,True,2550.0
479,map_500_0.2_1.tif,1535,2,True,2551.0
480,map_500_0.2_1.tif,1536,2,True,2552.0
481,map_500_0.2_1.tif,1536,2,True,2553.0
482,map_500_0.2_1.tif,1539,2,True,2554.0
483,map_500_0.2_1.tif,1549,2,True,2555.0
484,map_500_0.2_1.tif,1563,2,True,2556.0
485,map_500_0.2_1.tif,1559,2,True,2557.0
486,map_500_0.2_1.tif,1556,2,True,2558.0
487,map_500_0.2_1.tif,1546,2,True,2559.0
488,map_500_0.2_1.tif,1550,2,True,2560.0
489,map_500_0.2_1.tif,1547,2,True,2561.0
490,map_500_0.2_1.tif,1542,2,True,2562.0
491,map_500_0.2_1.tif,1546,2,True,2563.0
492,map_500_0.2_1.tif,1543,2,True,2564.0
493,map_500_0.2_1.tif,1542,2,True,2565.0
494,map_500_0.2_1.tif,1554,2,True,2566.0
495,map_500_0.2_1.tif,1544,2,True,2567.0
496,map_500_0.2_1.tif,1557,2,True,2568.0
497,map_500_0.2_1.tif,1554,2,True,2569.0
498,map_500_0.2_1.tif,1557,2,True,2570.0
499,map_500_0.2_1.tif,1548,2,True,2571.0
500,map_500_0.2_1.tif,1540,2,True,2572.0
501,map_500_0.2_1.tif,1553,2,True,2573.0
502,map_500_0.2_1.tif,1531,2,True,2574.0
503,map_500_0.2_1.tif,1525,2,True,2575.0
504,map_500_0.2_1.tif,1531,2,True,2576.0
505,map_500_0.2_1.tif,1548,2,True,2577.0
506,map_500_0.2_1.tif,1542,2,True,2578.0
507,map_500_0.2_1.tif,1543,2,True,2579.0
508,map_500_0.2_1.tif,1541,2,True,2580.0
509,map_500_0.2_1.tif,1551,2,True,2581.0
510,map_500_0.2_1.tif,1559,2,True,2582.0
511,map_500_0.2_1.tif,1564,2,True,2583.0
512,map_500_0.2_1.tif,1564,2,True,2584.0
513,map_500_0.2_1.tif,1553,2,True,2585.0
514,map_500_0.2_1.tif,1540,2,True,2586.0
515,map_500_0.2_1.tif,1550,2,True,2587.0
516,map_500_0.2_1.tif,1551,2,True,2588.0
517,map_500_0.2_1.tif,1546,2,True,2589.0
518,map_500_0.2_1.tif,1547,2,True,2590.0
519,map_500_0.2_1.tif,1553,2,True,2591.0
520,map_500_0.2_1.tif,1556,2,True,2592.0
521,map_500_0.2_1.tif,1556,2,True,2593.0
