,map_file,richness,speciation,time
51,contrived_500_0.2_1024.tif,1501,True,2519.0
52,contrived_500_0.2_1024.tif,1498,True,2520.0
53,contrived_500_0.2_1024.tif,1517,True,2521.0
54,contrived_500_0.2_1024.tif,1517,True,2522.0
55,contrived_500_0.2_1024.tif,1527,True,2523.0
56,contrived_500_0.2_1024.tif,1529,True,2524.0
57,contrived_500_0.2_1024.tif,1524,True,2525.0
58,contrived_500_0.2_1024.tif,1511,True,2526.0
59,contrived_500_0.2_1024.tif,1510,True,2527.0
60,contrived_500_0.2_1024.tif,1513,True,2528.0
61,contrived_500_0.2_1024.tif,1506,True,2529.0
62,contrived_500_0.2_1024.tif,1509,True,2530.0
63,contrived_500_0.2_1024.tif,1518,True,2531.0
64,contrived_500_0.2_1024.tif,1512,True,2532.0
65,contrived_500_0.2_1024.tif,1523,True,2533.0
66,contrived_500_0.2_1024.tif,1530,True,2534.0
67,contrived_500_0.2_1024.tif,1526,True,2535.0
68,contrived_500_0.2_1024.tif,1526,True,2536.0
69,contrived_500_0.2_1024.tif,1521,True,2537.0
70,contrived_500_0.2_1024.tif,1520,True,2538.0
71,contrived_500_0.2_1024.tif,1509,True,2539.0
72,contrived_500_0.2_1024.tif,1500,True,2540.0
73,contrived_500_0.2_1024.tif,1500,True,2541.0
74,contrived_500_0.2_1024.tif,1508,True,2542.0
75,contrived_500_0.2_1024.tif,1510,True,2543.0
76,contrived_500_0.2_1024.tif,1513,True,2544.0
77,contrived_500_0.2_1024.tif,1515,True,2545.0
78,contrived_500_0.2_1024.tif,1509,True,2546.0
79,contrived_500_0.2_1024.tif,1516,True,2547.0
80,contrived_500_0.2_1024.tif,1517,True,2548.0
81,contrived_500_0.2_1024.tif,1527,True,2549.0
82,contrived_500_0.2_1024.tif,1519,True,2550.0
83,contrived_500_0.2_1024.tif,1525,True,2551.0
84,contrived_500_0.2_1024.tif,1530,True,2552.0
85,contrived_500_0.2_1024.tif,1529,True,2553.0
86,contrived_500_0.2_1024.tif,1534,True,2554.0
87,contrived_500_0.2_1024.tif,1529,True,2555.0
88,contrived_500_0.2_1024.tif,1523,True,2556.0
89,contrived_500_0.2_1024.tif,1521,True,2557.0
90,contrived_500_0.2_1024.tif,1520,True,2558.0
91,contrived_500_0.2_1024.tif,1530,True,2559.0
92,contrived_500_0.2_1024.tif,1536,True,2560.0
93,contrived_500_0.2_1024.tif,1534,True,2561.0
94,contrived_500_0.2_1024.tif,1534,True,2562.0
95,contrived_500_0.2_1024.tif,1533,True,2563.0
96,contrived_500_0.2_1024.tif,1528,True,2564.0
97,contrived_500_0.2_1024.tif,1537,True,2565.0
98,contrived_500_0.2_1024.tif,1531,True,2566.0
99,contrived_500_0.2_1024.tif,1527,True,2567.0
100,contrived_500_0.2_1024.tif,1520,True,2568.0
101,contrived_500_0.2_1024.tif,1525,True,2569.0
102,contrived_500_0.2_1024.tif,1516,True,2570.0
103,contrived_500_0.2_1024.tif,1509,True,2571.0
104,contrived_500_0.2_1024.tif,1513,True,2572.0
105,contrived_500_0.2_1024.tif,1518,True,2573.0
106,contrived_500_0.2_1024.tif,1527,True,2574.0
107,contrived_500_0.2_1024.tif,1523,True,2575.0
108,contrived_500_0.2_1024.tif,1530,True,2576.0
109,contrived_500_0.2_1024.tif,1519,True,2577.0
110,contrived_500_0.2_1024.tif,1519,True,2578.0
