,map_file,richness,speciation,time
111,contrived_500_0.2_1024.tif,1524,True,2579.0
112,contrived_500_0.2_1024.tif,1525,True,2580.0
113,contrived_500_0.2_1024.tif,1531,True,2581.0
114,contrived_500_0.2_1024.tif,1534,True,2582.0
115,contrived_500_0.2_1024.tif,1539,True,2583.0
116,contrived_500_0.2_1024.tif,1530,True,2584.0
117,contrived_500_0.2_1024.tif,1526,True,2585.0
118,contrived_500_0.2_1024.tif,1531,True,2586.0
119,contrived_500_0.2_1024.tif,1519,True,2587.0
120,contrived_500_0.2_1024.tif,1526,True,2588.0
121,contrived_500_0.2_1024.tif,1512,True,2589.0
122,contrived_500_0.2_1024.tif,1518,True,2590.0
123,contrived_500_0.2_1024.tif,1511,True,2591.0
124,contrived_500_0.2_1024.tif,1514,True,2592.0
125,contrived_500_0.2_1024.tif,1519,True,2593.0
126,contrived_500_0.2_1024.tif,1512,True,2594.0
127,contrived_500_0.2_1024.tif,1523,True,2595.0
128,contrived_500_0.2_1024.tif,1521,True,2596.0
129,contrived_500_0.2_1024.tif,1523,True,2597.0
130,contrived_500_0.2_1024.tif,1533,True,2598.0
131,contrived_500_0.2_1024.tif,1525,True,2599.0
132,contrived_500_0.2_1024.tif,337,False,0.0
133,contrived_500_0.2_1024.tif,332,False,100.0
134,contrived_500_0.2_1024.tif,339,False,200.0
135,contrived_500_0.2_1024.tif,341,False,300.0
136,contrived_500_0.2_1024.tif,342,False,400.0
137,contrived_500_0.2_1024.tif,345,False,500.0
138,contrived_500_0.2_1024.tif,340,False,600.0
139,contrived_500_0.2_1024.tif,372,False,700.0
140,contrived_500_0.2_1024.tif,371,False,800.0
141,contrived_500_0.2_1024.tif,371,False,900.0
142,contrived_500_0.2_1024.tif,383,False,1000.0
143,contrived_500_0.2_1024.tif,401,False,1100.0
144,contrived_500_0.2_1024.tif,404,False,1200.0
145,contrived_500_0.2_1024.tif,397,False,1300.0
146,contrived_500_0.2_1024.tif,396,False,1400.0
147,contrived_500_0.2_1024.tif,417,False,1500.0
148,contrived_500_0.2_1024.tif,438,False,1600.0
149,contrived_500_0.2_1024.tif,439,False,1700.0
150,contrived_500_0.2_1024.tif,455,False,1800.0
151,contrived_500_0.2_1024.tif,457,False,1900.0
152,contrived_500_0.2_1024.tif,496,False,2000.0
153,contrived_500_0.2_1024.tif,534,False,2100.0
154,contrived_500_0.2_1024.tif,608,False,2200.0
155,contrived_500_0.2_1024.tif,657,False,2300.0
156,contrived_500_0.2_1024.tif,776,False,2400.0
157,contrived_500_0.2_1024.tif,1344,False,2500.0
158,contrived_500_0.2_1024.tif,1524,False,2600.0
159,contrived_500_0.2_1024.tif,1528,False,2700.0
160,contrived_500_0.2_1024.tif,1209,False,2495.0
161,contrived_500_0.2_1024.tif,1226,False,2496.0
162,contrived_500_0.2_1024.tif,1249,False,2497.0
163,contrived_500_0.2_1024.tif,1278,False,2498.0
164,contrived_500_0.2_1024.tif,1304,False,2499.0
165,contrived_500_0.2_1024.tif,1521,False,2501.0
166,contrived_500_0.2_1024.tif,1523,False,2502.0
167,contrived_500_0.2_1024.tif,1509,False,2503.0
168,contrived_500_0.2_1024.tif,1500,False,2504.0
169,contrived_500_0.2_1024.tif,1506,False,2505.0
170,contrived_500_0.2_1024.tif,1508,False,2506.0
171,contrived_500_0.2_1024.tif,1515,False,2507.0
172,contrived_500_0.2_1024.tif,1517,False,2508.0
173,contrived_500_0.2_1024.tif,1505,False,2509.0
174,contrived_500_0.2_1024.tif,1507,False,2510.0
175,contrived_500_0.2_1024.tif,1507,False,2511.0
176,contrived_500_0.2_1024.tif,1508,False,2512.0
177,contrived_500_0.2_1024.tif,1511,False,2513.0
178,contrived_500_0.2_1024.tif,1507,False,2514.0
179,contrived_500_0.2_1024.tif,1498,False,2515.0
180,contrived_500_0.2_1024.tif,1496,False,2516.0
181,contrived_500_0.2_1024.tif,1487,False,2517.0
182,contrived_500_0.2_1024.tif,1487,False,2518.0
183,contrived_500_0.2_1024.tif,1501,False,2519.0
184,contrived_500_0.2_1024.tif,1498,False,2520.0
185,contrived_500_0.2_1024.tif,1517,False,2521.0
186,contrived_500_0.2_1024.tif,1517,False,2522.0
187,contrived_500_0.2_1024.tif,1527,False,2523.0
188,contrived_500_0.2_1024.tif,1529,False,2524.0
189,contrived_500_0.2_1024.tif,1524,False,2525.0
190,contrived_500_0.2_1024.tif,1511,False,2526.0
191,contrived_500_0.2_1024.tif,1510,False,2527.0
192,contrived_500_0.2_1024.tif,1513,False,2528.0
193,contrived_500_0.2_1024.tif,1506,False,2529.0
194,contrived_500_0.2_1024.tif,1509,False,2530.0
195,contrived_500_0.2_1024.tif,1518,False,2531.0
